id,artist,title,type,year,acquisitionYear,width,height,units,area
108898,"Arnatt, Keith",Walking the Dog,Photograph,1976,2010,390,305,mm,1189.5
62503,"Turner, Joseph Mallord William",Folkestone,Watercolour,1845,1856,230,328,mm,754.4
112865,"Eneroth, Joakim",Swedish Red - Comfortably Secure 20,Photograph,2007,2011,597,800,mm,4776
62116,"Turner, Joseph Mallord William",Lake and Sky,Watercolour,1844,1856,228,325,mm,741
101309,"Penn, Irving","Man with Pink Face, New Guinea",Photograph,1970,2010,502,502,mm,2520.0400000000004
45090,"Turner, Joseph Mallord William",Dover from the Castle with Sea-View beyond,Watercolour,1822,1856,257,178,mm,457.46
47570,"Turner, Joseph Mallord William",Calais from the Sea,Watercolour,1826,1856,171,240,mm,410.40000000000003
46174,"Turner, Joseph Mallord William",Two Sailing Vessels,Watercolour,1825,1856,113,187,mm,211.31
15416,"Turner, Joseph Mallord William",Field of Waterloo,Line engraving,1834,1986,84,142,mm,119.28
7740,"Jones, George","The Burning Fiery Furnace, study for N00389",Watercolour,1832,1975,546,403,mm,2200.38
45984,"Turner, Joseph Mallord William",River Scene; with Figures,Watercolour,1825,1856,114,188,mm,214.32000000000002
10443,"Müller, William James",Orleans: House of Francis I,Watercolour,1840,1908,415,297,mm,1232.55
62963,"Turner, Joseph Mallord William",A Stormy Sky,Watercolour,1840,1856,247,304,mm,750.88
112247,"Arnatt, Keith",Invisible Hole Revealed by the Shadow of the Artist,Photograph,1968,2011,608,756,mm,4596.48
15079,"Turner, Joseph Mallord William","St Mawes, Cornwall",Line engraving,1824,1986,146,223,mm,325.58
15144,"Turner, Joseph Mallord William",Hornby Castle from Tatham Church,Line engraving,1822,1986,189,277,mm,523.53
63005,"Turner, Joseph Mallord William",Mountains,Watercolour,1830,1856,220,271,mm,596.2
10408,"Müller, William James","The Avon, 8",Watercolour,1834,1908,234,368,mm,861.1199999999999
52841,"Turner, Joseph Mallord William","A Ruined Castle, Etc.",Watercolour,1820,1856,547,747,mm,4086.09
15040,"Turner, Joseph Mallord William","St Michael’s Mount, Cornwall",Line engraving,1814,1986,148,224,mm,331.52
39888,"Turner, Joseph Mallord William",Fourth of June at Eton,Watercolour,1816,1856,125,247,mm,308.75
121303,"Schulz-Dornburg, Ursula",Erevan-Sevan,Photograph,2002,2012,350,460,mm,1610
101116,"Zaatari, Akram","Anonymous. Studio Shehrazade, Saida, Lebanon, 1960. Hashem el Madani",Photograph,2007,2008,290,190,mm,551
18776,"Stanfield, Clarkson Frederick","The Coast of Brittany, near Doll, engraved by J. Cousen",Line engraving,1836,1989,91,140,mm,127.39999999999999
45502,"Turner, Joseph Mallord William","Brougham Castle, near the Junction of the Rivers Eamont and Lowther",Watercolour,1824,1856,161,228,mm,367.08000000000004
50050,"Turner, Joseph Mallord William",Colour Trial or Colour Beginning: An Interior,Watercolour,1827,1856,140,189,mm,264.59999999999997
108892,"Arnatt, Keith",Walking the Dog,Photograph,1976,2010,390,305,mm,1189.5
120487,"Hirata, Minoru","Hi Red Center’s Dropping Event at Ikenobo Hall, Tokyo, October 10, 1964",Photograph,1964,2012,335,222,mm,743.6999999999999
39827,"Turner, Joseph Mallord William",Study of Sky,Watercolour,1816,1856,125,247,mm,308.75
52802,"Turner, Joseph Mallord William","Study for Unidentified Vignettes: Wreck Buoy, Gurnet, Dogfish, and Plaice",Watercolour,1835,1856,203,155,mm,314.65000000000003
11054,"Palmer, Samuel",A Dream in the Apennine,Watercolour,1864,1950,660,1016,mm,6705.5999999999995
15790,"Walker, Dame Ethel","Two Figures, Study for ‘The Excursion of Nausicaa’",Watercolour,1919,1924,400,229,mm,916
23839,"Towne, Francis",Naples and Capri,Watercolour,1786,1996,407,613,mm,2494.91
15324,"Turner, Joseph Mallord William",The Campagna of Rome,Line engraving,1830,1986,258,140,mm,361.2
97288,"Mapplethorpe, Robert",Self Portrait,Photograph,1980,2009,340,341,mm,1159.4
10447,"Müller, William James","A Church Interior (?St Denis - Hors, Amboise)",Watercolour,1840,1908,406,280,mm,1136.8
5189,"Gilbert, Sir John",Old Gravel Pit in Greenwich Park,Watercolour,1893,1904,394,622,mm,2450.68
8684,"Lewis, John Frederick",Head of a Lion,Watercolour,1824,1967,343,260,mm,891.8
56190,"Turner, Joseph Mallord William","A Curtained Bed, with a Naked Woman Reclining",Watercolour,1834,1856,79,101,mm,79.79
16729,"Turner, Joseph Mallord William","Ninevah, Moussul on the Tigris",Line engraving,1836,1988,97,139,mm,134.82999999999998
15155,"Turner, Joseph Mallord William",Crichton Castle,Line engraving,1819,1986,163,247,mm,402.61
118215,"McCullin, Don","High Alert, Friedrichstrasse Crossing, Berlin",Photograph,1961,2012,365,365,mm,1332.25
66665,"Sherman, Cindy",Untitled,Photograph,1976,2001,189,127,mm,240.02999999999997
93924,"Henderson, Nigel",Stressed Photograph of a Bather,Photograph,1950,2007,138,85,mm,117.30000000000001
101129,"Zaatari, Akram","Ahmad el Abed, a tailor. Madani’s parents’ home, the studio, Saida, Lebanon, 1948-53. Hashem el Madani",Photograph,2007,2008,289,191,mm,551.99
63393,"Turner, Joseph Mallord William",Beach Scene,Watercolour,1845,1856,291,438,mm,1274.58
51916,"Turner, Joseph Mallord William",Nantes: The Place Graslin with the Grand Théâtre,Watercolour,1826,1856,144,192,mm,276.48
112704,"Yagaki, Shikanosuke",Jazz,Photograph,1930,2011,136,204,mm,277.44
101316,"Van Der Zee, James","Wedding Day, Harlem",Photograph,1926,2010,232,168,mm,389.76
101300,"Lartigue, Jacques-Henri",René Pearl,Photograph,1930,2010,133,108,mm,143.64000000000001
52801,"Turner, Joseph Mallord William",Study of a Teal Flying,Watercolour,1820,1856,272,437,mm,1188.64
15389,"Turner, Joseph Mallord William","Pont-Neuf, Paris",Line engraving,1835,1986,100,133,mm,133
85227,"Tillmans, Wolfgang",chaos cup,Photograph,1997,2007,300,400,mm,1200
63043,"Turner, Joseph Mallord William",A View on Coast,Watercolour,1830,1856,263,315,mm,828.45
20490,"Turner, Joseph Mallord William","The Ring, engraved by E. Goodall",Line engraving,1839,1992,106,84,mm,89.04
56209,"Turner, Joseph Mallord William","?A Curtained Bed, with a Naked Woman Reclining",Watercolour,1834,1856,79,101,mm,79.79
52848,"Turner, Joseph Mallord William",Kaub and the Castle of Gutenfels: Colour Study,Watercolour,1820,1856,396,507,mm,2007.7200000000003
8761,"LeWitt, Sol",[no title],Watercolour,1982,1984,610,470,mm,2867
2205,"Chowne, Gerard",Spanish Landscape,Watercolour,1913,1943,241,375,mm,903.75
108749,"Arnatt, Keith",Miss Grace’s Lane,Photograph,1986,2010,254,202,mm,513.0799999999999
52716,"Turner, Joseph Mallord William",Mont-St-Michel,Watercolour,1827,1856,178,258,mm,459.24
10951,"Oppenheim, Dennis",Salt Flat,Photograph,1968,1973,711,559,mm,3974.49
101122,"Zaatari, Akram","Anonymous. Studio Shehrazade, Saida, Lebanon, 1970s. Hashem el Madani",Photograph,2007,2008,191,290,mm,553.9000000000001
101142,"Zaatari, Akram","Anonymous. Studio Shehrazade, Saida, Lebanon, 1960s. Hashem el Madani",Photograph,2007,2008,245,189,mm,463.04999999999995
18758,"Stanfield, Clarkson Frederick","St Michael’s Mount, Cornwall, engraved by J. Stephenson",Line engraving,1836,1989,87,140,mm,121.79999999999998
122463,"Yagaki, Shikanosuke",Banister Detail,Photograph,1930,2012,275,205,mm,563.75
62943,"Turner, Joseph Mallord William",Storm at Sea,Watercolour,1845,1856,219,290,mm,635.0999999999999
12301,"Rainer, Arnulf",Untitled (Face Farce),Photograph,1970,1984,590,417,mm,2460.3
63049,"Turner, Joseph Mallord William",A Sketch,Watercolour,1830,1856,244,302,mm,736.88
52773,"Turner, Joseph Mallord William","Bren Tor and the Lydford Valley, Devonshire",Watercolour,1813,1856,173,245,mm,423.85
10711,"Nicholson, Ben, OM",78 (16 strings),Watercolour,1978,1985,380,324,mm,1231.2
15808,"Walker, Frederick",Study for ‘The Harbour of Refuge’,Watercolour,1872,1911,248,454,mm,1125.92
15454,"Turner, Joseph Mallord William",The Dead Eagle - Oran,Line engraving,1837,1986,93,81,mm,75.33
56166,"Turner, Joseph Mallord William","?A Curtained Bed, with a Figure",Watercolour,1834,1856,77,101,mm,77.77
113994,"Hine, Lewis","Boy who carried barrels. Robert Saunders, 10 years old. Lives Waquoit - is the son of the boss. Mother picks too",Photograph,1911,2011,115,169,mm,194.35
97452,"Simon, Taryn","Nuclear Waste Encapsulation and Storage Facility, Cherenkov Radiation Hanford Site, U.S. Department of Energy Southeastern Washington State",Photograph,2007,2009,650,839,mm,5453.5
5192,"Gilbert, Sir John",The Happiest Land,Watercolour,1862,1904,213,190,mm,404.7
62130,"Turner, Joseph Mallord William",The Blue Rigi,Watercolour,1844,1856,228,325,mm,741
15117,"Turner, Joseph Mallord William",High Force or Fall of Tees,Line engraving,1822,1986,194,273,mm,529.62
46033,"Turner, Joseph Mallord William",River Scenes,Watercolour,1825,1856,114,188,mm,214.32000000000002
63114,"Turner, Joseph Mallord William",A Beginning,Watercolour,1830,1856,249,371,mm,923.79
96909,"Ivekovic, Sanja",Double Life: November 1966 and “Grazia” 1975,Photograph,1975,2008,599,799,mm,4786.01
64239,"Turner, Joseph Mallord William",?Landscape and Sky Studies,Watercolour,1830,1856,591,459,mm,2712.69
121274,"Broomberg, Adam",Untitled (Boy running with barrel),Photograph,2010,2013,254,205,mm,520.6999999999999
33342,"Turner, Joseph Mallord William",River Scene: ?Near Isleworth,Watercolour,1805,1856,260,365,mm,949
97164,"Arbus, Diane","Tattooed Man at a Carnival, Md.",Photograph,1970,2009,368,371,mm,1365.28
120514,"Hirata, Minoru","Collective Kumo’s Street Happening at the Tenjin Intersection of Fukuoka, February 26,1970",Photograph,1970,2012,222,335,mm,743.6999999999999
15546,"Turner, Joseph Mallord William",Fontainebleau,Line engraving,1834,1987,95,75,mm,71.25
54917,"Turner, Joseph Mallord William",Vignette Study; for ?‘The Field of Waterloo’ for Scott’s ‘Life of Napoleon’,Watercolour,1834,1856,171,202,mm,345.42
15295,"Turner, Joseph Mallord William",Havre,Line engraving,1834,1986,98,140,mm,137.20000000000002
6893,"Howitt, Samuel",A Stag Hunt,Watercolour,1793,1967,181,260,mm,470.6
120582,"Yamaguchi, Katsuhiro",Composition for APN,Photograph,1953,2012,145,123,mm,178.35000000000002
97262,"Mapplethorpe, Robert",Marianne Faithfull,Photograph,1976,2009,342,341,mm,1166.2200000000003
63873,"Turner, Joseph Mallord William",[colour trials],Watercolour,1798,1856,150,180,mm,270
52624,"Turner, Joseph Mallord William",Study of Sky,Watercolour,1820,1856,308,488,mm,1503.04
52653,"Turner, Joseph Mallord William",Study for ‘Linlithgow Palace’,Watercolour,1821,1856,253,371,mm,938.6300000000001
7751,"Jones, Thomas","In the Road to Santa Maria de’Monti, near Naples: Morning",Watercolour,1781,1982,211,278,mm,586.58
117977,"Makarius, Sameer",Stack of Sewer Pipes,Photograph,1957,2012,296,225,mm,666
9063,"Maccoll, Dugald Sutherland",Wilmington Barn,Watercolour,1917,1919,248,346,mm,858.08
15448,"Turner, Joseph Mallord William","Rolandseck, engraved by Edward Goodall",Line engraving,1837,1986,80,67,mm,53.6
63289,"Turner, Joseph Mallord William","Lake Lucerne: The Bay of Uri, from Brunnen",Watercolour,1841,1856,244,299,mm,729.56
48126,"Turner, Joseph Mallord William",A Rocky Shoreline,Watercolour,1827,1856,110,185,mm,203.5
52738,"Turner, Joseph Mallord William",The Two Travellers,Watercolour,1820,1856,141,227,mm,320.07
10439,"Müller, William James",Rouen: Hôtel du Bourgtheroulde,Watercolour,1840,1908,433,290,mm,1255.6999999999998
35658,"Turner, Joseph Mallord William","Zion House, Isleworth",Watercolour,1802,1856,230,294,mm,676.1999999999999
5685,"Griffiths, John",A Sannyasi - A Religious Mendicant,Watercolour,1882,1919,483,343,mm,1656.6899999999998
85232,"Tillmans, Wolfgang",Concorde L449-15A,Photograph,1997,2007,307,206,mm,632.4200000000001
16707,"Turner, Joseph Mallord William",Newark Castle,Line engraving,1834,1988,108,89,mm,96.12
97283,"Mapplethorpe, Robert",Orchid,Photograph,1988,2011,610,508,mm,3098.7999999999997
10404,"Müller, William James","The Avon, 4",Watercolour,1834,1908,292,441,mm,1287.72
107360,"Wojnarowicz, David",Untitled,Photograph,1988,2010,200,250,mm,500
121272,"Broomberg, Adam",Untitled (People saluting),Photograph,2010,2013,254,205,mm,520.6999999999999
52644,"Turner, Joseph Mallord William",Coblenz and Ehrenbreitstein: Colour Study,Watercolour,1824,1856,264,209,mm,551.7599999999999
15065,"Turner, Joseph Mallord William","Ilfracomb, North Devon",Line engraving,1818,1986,159,241,mm,383.19000000000005
10445,"Müller, William James",Chambord: The Terrace,Watercolour,1841,1908,305,436,mm,1329.8
120478,"Hirata, Minoru","Hi Red Center’s Dropping Event at Ikenobo Hall, Tokyo, October 10, 1964",Photograph,1964,2012,335,222,mm,743.6999999999999
46071,"Turner, Joseph Mallord William","Scene on River, at London Bridge",Watercolour,1825,1856,113,187,mm,211.31
85224,"Tillmans, Wolfgang","o.T., München",Photograph,1997,2007,305,400,mm,1220
112432,"Komura, Kiyohiko","Work II, Female Body Composition",Photograph,1950,2011,238,238,mm,566.44
97220,"Mapplethorpe, Robert",Francesco Clemente,Photograph,1985,2008,374,373,mm,1395.0199999999998
114009,"Hine, Lewis","John Madison, 11 years old, 53 inches high. Beginning to sweep. Floyd Root, 10 years old, 50 inches high. Helps cousin spin every day after school",Photograph,1908,2011,127,168,mm,213.35999999999999
16655,"Turner, Joseph Mallord William","Brinkburn Priory, Northumberland",Line engraving,1832,1988,154,237,mm,364.98
97683,"Warhol, Andy",Self-Portrait with Fright Wig,Photograph,1986,2009,95,72,mm,68.4
15179,"Turner, Joseph Mallord William","Bolton Abbey, Yorkshire",Line engraving,1827,1986,163,231,mm,376.53000000000003
15272,"Turner, Joseph Mallord William","Caernarvon Castle, Wales",Line engraving,1835,1986,165,241,mm,397.65000000000003
10428,"Müller, William James","Athens, with the Acropolis in Middle Distance",Watercolour,1838,1908,273,422,mm,1152.0600000000002
123633,"Herring, Ed",Tie-Up,Photograph,1969,2013,245,170,mm,416.5
10405,"Müller, William James","The Avon, 5",Watercolour,1834,1908,426,286,mm,1218.3600000000001
16691,"Turner, Joseph Mallord William",Land Discovered by Columbus,Line engraving,1834,1988,90,82,mm,73.8
15410,"Turner, Joseph Mallord William",Milan,Line engraving,1834,1986,84,140,mm,117.60000000000001
15437,"Turner, Joseph Mallord William",Sinai’s Thunder,Line engraving,1837,1986,103,74,mm,76.22000000000001
15160,"Turner, Joseph Mallord William",Edinburgh from the Calton Hill,Line engraving,1820,1986,172,254,mm,436.87999999999994
16755,"Turner, Joseph Mallord William",Hastings from the Sea,Line engraving,1851,1988,401,590,mm,2365.9
66827,"Evans, Jason",[no title],Photograph,1991,2001,805,805,mm,6480.25
52040,"Turner, Joseph Mallord William","The Folies-Siffait, with Oudon beyond, from the West",Watercolour,1826,1856,143,193,mm,275.99
44559,"Turner, Joseph Mallord William","Studies for a Sea-Piece, Etc.",Watercolour,1820,1856,346,549,mm,1899.54
51919,"Turner, Joseph Mallord William","A Herd of Sheep at Saumur: Below the Walls of the Château, with the Tour de Papegault to the Left",Watercolour,1826,1856,127,183,mm,232.41
68784,"Hodgkins, Frances",Portrait of Kitty West,Watercolour,1939,2002,480,580,mm,2784
97139,"Arbus, Diane","Lady Bartender at Home with a Souvenir Dog, New Orleans L.A. 1964",Photograph,1964,2009,360,362,mm,1303.2
100077,"Frank, Robert",Mary and Pablo in high grass,Photograph,1956,2008,232,338,mm,784.1599999999999
5200,"Gilbert, Stephen",Untitled,Watercolour,1948,1987,235,312,mm,733.1999999999999
63636,"Turner, Joseph Mallord William","A River among Rocky Cliffs, with a Castle",Watercolour,1797,1856,241,350,mm,843.5
56131,"Turner, Joseph Mallord William",?A Dark Interior or Curtained Bed,Watercolour,1834,1856,101,77,mm,77.77
108875,"Arnatt, Keith",Walking the Dog,Photograph,1976,2010,390,305,mm,1189.5
108919,"Arnatt, Keith",Gardeners,Photograph,1978,2010,404,304,mm,1228.1599999999999
52505,"Turner, Joseph Mallord William",?Loretto,Watercolour,1820,1856,359,515,mm,1848.85
50074,"Turner, Joseph Mallord William",A Bedroom at Petworth House,Watercolour,1827,1856,138,190,mm,262.2
46169,"Turner, Joseph Mallord William",A Sketch,Watercolour,1825,1856,113,187,mm,211.31
118176,"McCullin, Don","Woman sleeping in a shop doorway, Aldgate East, London",Photograph,1970,2012,500,340,mm,1700
97455,"Simon, Taryn","U.S. Customs and Border Protection, Contraband Room John F. Kennedy International Airport Queens, New York",Photograph,2007,2009,650,839,mm,5453.5
101080,"Zaatari, Akram","Anonymous. South Lebanon, 1952. Hashem el Madani",Photograph,2007,2008,191,290,mm,553.9000000000001
66829,"Evans, Jason",[no title],Photograph,1991,2001,805,805,mm,6480.25
52094,"Turner, Joseph Mallord William",A View of Metz from the North,Watercolour,1839,1856,140,190,mm,266
44530,"Turner, Joseph Mallord William",Landscape with Trees,Watercolour,1814,1856,213,267,mm,568.71
104929,"Sander, August",Self-portrait,Photograph,1922,2010,216,149,mm,321.84000000000003
52811,"Turner, Joseph Mallord William",?Rochester Castle and Bridge,Watercolour,1830,1856,356,510,mm,1815.6000000000001
93,"Opie, Julian",Radio Wind Tyres,Photograph,2000,2001,750,1120,mm,8400
9036,"Macallum, Hamilton",A Capri Boy,Watercolour,1883,1897,343,445,mm,1526.35
63010,"Turner, Joseph Mallord William",Boats on ?Lake,Watercolour,1830,1856,220,270,mm,594
16749,"Turner, Joseph Mallord William",Tynemouth Priory,Line engraving,1844,1988,67,98,mm,65.66000000000001
2188,"Cheston, Evelyn","Betchworth Lane, October",Watercolour,1917,1924,250,370,mm,925
16658,"Turner, Joseph Mallord William","Christ Church College, Oxford",Line engraving,1834,1988,160,227,mm,363.2
4273,"Fielding, Anthony Vandyke Copley",A View in Sussex,Watercolour,1834,1899,236,347,mm,818.9200000000001
52729,"Turner, Joseph Mallord William",Dover from the West (a study for the ‘Southern Coast’ Design,Watercolour,1820,1856,185,225,mm,416.25
118229,"McCullin, Don","Checkpoint Charlie, Berlin",Photograph,1961,2012,385,385,mm,1482.25
15442,"Turner, Joseph Mallord William","Hohenlinden, engraved by Robert Wallis",Line engraving,1837,1986,104,74,mm,76.96000000000001
22796,"Moore, T.","Amberley Castle, Sussex, after Edward Dayes",Watercolour,1790,1997,237,390,mm,924.3
4274,"Fielding, Anthony Vandyke Copley",Cader Idris from the Barmouth Sands,Watercolour,1810,1967,213,654,mm,1393.0200000000002
66552,"Pippin, Steven",Laundromat-Locomotion (Walking in Suit),Photograph,1997,2001,762,764,mm,5821.68
101086,"Zaatari, Akram","Anonymous. South Lebanon, 1952. Hashem el Madani",Photograph,2007,2008,289,191,mm,551.99
11925,"Piper, John","The Dairy, Fawley Court",Watercolour,1940,1940,527,400,mm,2108
5409,"González, Joan",Twilight,Watercolour,1904,1972,318,483,mm,1535.94
97241,"Mapplethorpe, Robert",Snakeman,Photograph,1981,2009,441,342,mm,1508.2200000000003
25981,"Goldin, Nan",Nan one month after being battered,Photograph,1984,1997,695,1015,mm,7054.25
64716,"Turner, Joseph Mallord William",[title not known],Watercolour,1825,1856,114,188,mm,214.32000000000002
59379,"Turner, Joseph Mallord William",Venice: Looking across the Lagoon at Sunset,Watercolour,1840,1856,244,304,mm,741.7599999999999
12618,"Rivers, Leopold",Stormy Weather,Watercolour,1892,1892,546,768,mm,4193.28
56153,"Turner, Joseph Mallord William","A Dark Interior or Curtained Bed, with a Figure or Figures",Watercolour,1834,1856,77,101,mm,77.77
31034,"Turner, Joseph Mallord William","Loch Long, Evening; Boats off Shore",Watercolour,1801,1856,351,491,mm,1723.41
39890,"Turner, Joseph Mallord William",Study of Sky,Watercolour,1816,1856,125,247,mm,308.75
15121,"Turner, Joseph Mallord William",Junction of the Greta and Tees at Rokeby,Line engraving,1819,1986,183,270,mm,494.1
64015,"Turner, Joseph Mallord William",Inscriptions by Turner: Numbers and a Place Name,Watercolour,1797,1856,240,281,mm,674.4000000000001
63405,"Turner, Joseph Mallord William","Lake, with Distant Headland and Palaces",Watercolour,1830,1856,673,1005,mm,6763.65
101049,"Zaatari, Akram","Anonymous. Studio Shehrazade, Saida, Lebanon, late 1960s. Standard frontal portrait, mandatory for candidates to military service. Hashem el Madani",Photograph,2007,2008,290,292,mm,846.8
15550,"Turner, Joseph Mallord William",The Rhymer’s Glen,Line engraving,1834,1987,120,80,mm,96
107372,"Wojnarowicz, David",Untitled,Photograph,1988,2010,200,250,mm,500
52709,"Turner, Joseph Mallord William",The Sailing Boat,Watercolour,1820,1856,177,261,mm,461.97
63147,"Turner, Joseph Mallord William",Mountains,Watercolour,1830,1856,215,323,mm,694.4499999999999
108915,"Arnatt, Keith",Gardeners,Photograph,1978,2010,404,304,mm,1228.1599999999999
39840,"Turner, Joseph Mallord William",Study of Sky,Watercolour,1816,1856,125,247,mm,308.75
20383,"Trockel, Rosemarie",[no title],Photograph,1991,1992,238,177,mm,421.26
15296,"Turner, Joseph Mallord William",Palace of La Belle Gabrielle,Line engraving,1834,1986,97,132,mm,128.04
120589,"Yamaguchi, Katsuhiro",Composition for APN,Photograph,1953,2012,153,114,mm,174.42000000000002
2826,"Cotman, John Sell","Ruins and Houses, North Wales",Watercolour,1800,1967,251,356,mm,893.5600000000001
18808,"Stanfield, Clarkson Frederick","Dieppe, engraved by W.B. Cooke",Line engraving,1836,1989,95,140,mm,133
14926,"Turner, Joseph Mallord William",Luxembourg,Watercolour,1826,1940,137,187,mm,256.19
92,"Opie, Julian",Rain Voices Surf,Photograph,2000,2001,750,1120,mm,8400
62965,"Turner, Joseph Mallord William",Storm Clouds,Watercolour,1845,1856,220,278,mm,611.6
45236,"Turner, Joseph Mallord William",Sail against Stormy Sky,Watercolour,1823,1856,103,167,mm,172.01
22319,"Bonington, Richard Parkes","Verona, Piazza dell’Erbe",Watercolour,1826,1996,206,265,mm,545.9000000000001
15287,"Turner, Joseph Mallord William",Virginia Water No. 2,Line engraving,1830,1986,92,138,mm,126.96
15390,"Turner, Joseph Mallord William",Marché aux Fleures and Pont-au-Change,Line engraving,1835,1986,99,136,mm,134.64000000000001
101097,"Zaatari, Akram","Couple from Iqlim El Kharrub. Studio Shehrazade, Saida, Lebanon, 1973-74. Hashem el Madani",Photograph,2007,2008,391,265,mm,1036.15
62964,"Turner, Joseph Mallord William",Sunlight on the Sea,Watercolour,1830,1856,225,284,mm,639
52471,"Turner, Joseph Mallord William","A Distant Tower, Possibly of Warwick Castle or Pembroke Castle, or a Study for ‘Boccaccio Relating the Tate of the Birdcage’",Watercolour,1828,1856,346,451,mm,1560.46
52595,"Turner, Joseph Mallord William",Evening,Watercolour,1820,1856,286,436,mm,1246.96
15434,"Turner, Joseph Mallord William",Summer Eve - the Rainbow,Line engraving,1837,1986,82,82,mm,67.24
20540,"Turner, Joseph Mallord William","The Walls of Rome (Tomb of Caius Sestus), engraved by E. Finden",Line engraving,1832,1992,68,94,mm,63.92
42607,"Turner, Joseph Mallord William",Lake Como,Watercolour,1819,1856,224,290,mm,649.5999999999999
46165,"Turner, Joseph Mallord William",Sketches,Watercolour,1825,1856,113,187,mm,211.31
101100,"Zaatari, Akram","Anonymous. Madani’s parents’ home, the liwan, Saida, Lebanon, 1949-53. Hashem el Madani",Photograph,2007,2008,191,290,mm,553.9000000000001
1773,"Burne-Jones, Sir Edward Coley, Bt",Fountain of Youth,Watercolour,1873,1919,623,1030,mm,6416.9
118599,"Fairhurst, Angus",A Man Abandoned by Colour,Photograph,1991,2012,410,510,mm,2091
56172,"Turner, Joseph Mallord William",A Reclining Nude with One Arm Reaching behind her Head,Watercolour,1834,1856,77,101,mm,77.77
15268,"Turner, Joseph Mallord William","Blenheim, Oxfordshire",Line engraving,1833,1986,153,241,mm,368.73
95929,"Hatakeyama, Naoya",Lime Hills (Quarry Series) LH06809,Photograph,1985,2007,302,381,mm,1150.6200000000001
52530,"Turner, Joseph Mallord William",The Storm Clouds,Watercolour,1820,1856,305,505,mm,1540.25
52617,"Turner, Joseph Mallord William",A Tower or Spire in a Landscape (‘Aurora Borealis’),Watercolour,1825,1856,310,488,mm,1512.8
108760,"Arnatt, Keith",Miss Grace’s Lane,Photograph,1986,2010,254,202,mm,513.0799999999999
15068,"Turner, Joseph Mallord William","Bridport, Dorsetshire",Line engraving,1820,1986,166,244,mm,405.04
97126,"Arbus, Diane","Siamese Twins in a Carnival Tent, N.J.",Photograph,1961,2009,340,478,mm,1625.1999999999998
108899,"Arnatt, Keith",Walking the Dog,Photograph,1976,2010,390,305,mm,1189.5
121299,"Schulz-Dornburg, Ursula",Erevan-Tiflis,Photograph,2000,2012,349,542,mm,1891.58
16667,"Turner, Joseph Mallord William","Whitehaven, Cumberland",Line engraving,1837,1988,168,249,mm,418.32
52518,"Turner, Joseph Mallord William",Powis Castle,Watercolour,1834,1856,350,510,mm,1785
108758,"Arnatt, Keith",Miss Grace’s Lane,Photograph,1986,2010,254,202,mm,513.0799999999999
13071,"Sandby, Paul",The Cemetery Gate of St Augustine’s Monastery Canterbury,Watercolour,1782,1901,324,508,mm,1645.9199999999998
118183,"McCullin, Don","Bradford, Yorkshire",Photograph,1978,2012,330,510,mm,1683
35557,"Turner, Joseph Mallord William",Isis,Watercolour,1810,1856,209,302,mm,631.18
120586,"Yamaguchi, Katsuhiro",Composition for APN,Photograph,1953,2012,190,142,mm,269.8
35670,"Turner, Joseph Mallord William","Bridge, with Ruined Castle on Hill Beyond",Watercolour,1802,1856,660,850,mm,5610
15441,"Turner, Joseph Mallord William",Battle of the Baltic,Line engraving,1837,1986,83,70,mm,58.10000000000001
97265,"Mapplethorpe, Robert",Keith Haring,Photograph,1984,2009,374,375,mm,1402.5
6975,"Hunt, William Henry",Portrait Study of a Bearded Man,Watercolour,1835,1905,235,203,mm,477.05
116892,"Kiefer, Anselm","The starry heavens above us, and the moral law within",Photograph,1969,2012,630,832,mm,5241.6
108936,"Arnatt, Keith",Gardeners,Photograph,1978,2010,404,304,mm,1228.1599999999999
107490,"Riddy, John",Bexhill on Sea (De la Warr 7) 1998,Photograph,1998,2010,376,480,mm,1804.8000000000002
56218,"Turner, Joseph Mallord William","?A Curtained Bed, with a Woman Climbing In",Watercolour,1834,1856,79,101,mm,79.79
16689,"Turner, Joseph Mallord William",Columbus Setting Sail,Line engraving,1834,1988,77,87,mm,66.99
97217,"Mapplethorpe, Robert",Andy Warhol,Photograph,1986,2008,476,471,mm,2241.96
15206,"Turner, Joseph Mallord William","Knaresborough, Yorkshire",Line engraving,1828,1986,166,230,mm,381.8
62118,"Turner, Joseph Mallord William",Lake and Sky,Watercolour,1844,1856,228,325,mm,741
52647,"Turner, Joseph Mallord William",?Buckingham Palace,Watercolour,1828,1856,278,438,mm,1217.6399999999999
47564,"Turner, Joseph Mallord William",A Distant View of Carisbrooke Castle,Watercolour,1826,1856,172,242,mm,416.23999999999995
62968,"Turner, Joseph Mallord William",Tréport,Watercolour,1845,1856,250,308,mm,770
112404,"Yamawaki, Iwao",Untitled (Portrait of Yamawaki with Paul Oud),Photograph,1930,2011,80,107,mm,85.6
52542,"Turner, Joseph Mallord William",?Devonport Docks,Watercolour,1828,1856,312,489,mm,1525.6799999999998
118164,"McCullin, Don",Jean’s hands,Photograph,1980,2012,295,445,mm,1312.75
22827,"Downman, John",View near Nice: The Rock on the Sea Shore,Watercolour,1773,1997,261,363,mm,947.43
44420,"Turner, Joseph Mallord William","Lecture Diagram 16, Later Renumbered 47: The Terminology of Perspective of Thomas Malton Junior",Watercolour,1810,1856,675,1002,mm,6763.5
